bot	id	type	arabic	translit	english
EG	94	classic	المكان قريب من المترو؟	el-makan 2areeb men el-metro?	Is the place near the metro?
EG	95	classic	ممكن أشوف الشقة النهارده؟	momken ashoof el-sha2a el-naharda?	Can I see the apartment today?
EG	96	classic	أنا هفكر وأرد عليك	ana hafakkar w arrod 3aleik	I’ll think about it and get back to you
EG	97	cta	Follow Speak Arabi		Speak real Arabic
EG	98	classic	أنا عايز أغير فلوس	ana 3ayez aghayyar feloos	I want to exchange money
EG	99	classic	الدولار بكام النهارده؟	el-dollar bekam el-naharda?	What’s the dollar rate today?
EG	100	classic	ممكن تديني فكة؟	momken tedini fakka?	Can you give me change?
EG	101	classic	معايا كارت بس	ma3aya kart bas	I only have a card
EG	102	classic	الماكينة مش شغالة	el-makina mesh shaghala	The card machine isn’t working
EG	103	classic	فين أقرب ماكينة بنك؟	fein a2rab makina bank?	Where is the nearest ATM?
EG	104	cta	Follow Speak Arabi		Speak real Arabic
EG	105	classic	ياريت تيجي بدري النهارده	yaret teegi badri el-naharda	I hope you come early today
EG	106	classic	ياريت الجو يبقى حلو	yaret el-gaw yeb2a 7elw	I hope the weather is nice
EG	107	classic	ياريت تكلمني لما توصل	yaret tekallemni lamma توصل	Please call me when you arrive
EG	108	classic	ياريت تساعدني في الشغل	yaret tsa3edni fel-shoghl	I wish you would help me with the work
EG	109	classic	ياريت أشوفك بكره بالليل	yaret ashoofak bokra bel-leil	I hope I see you tomorrow night
EG	110	classic	ياريت كل حاجة تبقى كويسة	yaret kol 7aga teb2a kwayesa	I hope everything turns out well
EG	111	cta	Follow Speak Arabi		Speak real Arabic
EG	112	classic	ياريت تيجي بدري النهارده	yaret teegi badri el-naharda	I hope you come early today
EG	113	classic	ياريت الجو يبقى حلو	yaret el-gaw yeb2a 7elw	I hope the weather is nice
EG	114	classic	ياريت تكلمني لما توصل	yaret tekallemni lamma توصل	Please call me when you arrive
EG	115	classic	ياريت تساعدني في الشغل	yaret tsa3edni fel-shoghl	I wish you would help me with the work
EG	116	classic	ياريت أشوفك بكره بالليل	yaret ashoofak bokra bel-leil	I hope I see you tomorrow night
EG	117	classic	ياريت كل حاجة تبقى كويسة	yaret kol 7aga teb2a kwayesa	I hope everything turns out well
EG	118	cta	Follow Speak Arabi		Speak real Arabic
EG	119	classic	أنا بشرب قهوة كل يوم الصبح	ana bashrab ahwa kol yom el-sob7	I drink coffee every morning
EG	120	classic	ياريت تيجي بدري النهارده	yaret teegi badri el-naharda	I hope you come early today
EG	121	classic	ياريت الجو يبقى حلو	yaret el-gaw yeb2a 7elw	I hope the weather is nice
EG	122	classic	ياريت تكلمني لما توصل	yaret tekallemni lamma توصل	Please call me when you arrive
EG	123	classic	ياريت تساعدني في الشغل	yaret tsa3edni fel-shoghl	I wish you would help me with the work
EG	124	classic	ياريت أشوفك بكره بالليل	yaret ashoofak bokra bel-leil	I hope I see you tomorrow night
EG	125	classic	ياريت كل حاجة تبقى كويسة	yaret kol 7aga teb2a kwayesa	I hope everything turns out well
EG	126	cta	Follow Speak Arabi		Speak real Arabic
EG	127	classic	ياريت تيجي بدري النهارده	yaret teegi badri el-naharda	I hope you come early today
EG	128	classic	ياريت الجو يبقى حلو	yaret el-gaw yeb2a 7elw	I hope the weather is nice
EG	129	classic	ياريت تكلمني لما توصل	yaret tekallemni lamma توصل	Please call me when you arrive
EG	130	classic	ياريت تساعدني في الشغل	yaret tsa3edni fel-shoghl	I wish you would help me with the work
EG	131	classic	ياريت أشوفك بكره بالليل	yaret ashoofak bokra bel-leil	I hope I see you tomorrow night
EG	132	classic	ياريت كل حاجة تبقى كويسة	yaret kol 7aga teb2a kwayesa	I hope everything turns out well
EG	133	cta	Follow Speak Arabi		Speak real Arabic
EG	134	classic	لازم أصحى بدري	lazem as7a badri	I have to wake up early
EG	135	classic	لازم أروح الشغل دلوقتي	lazem aroo7 el-shoghl delwa2ti	I have to go to work now
EG	136	classic	لازم أشتري أكل للبيت	lazem ashtari akl lel-beit	I have to buy food for the house
EG	137	classic	لازم أخلص الشغل النهارده	lazem akhallas el-shoghl el-naharda	I have to finish the work today
EG	138	classic	لازم أكلم أمي بالليل	lazem akallem ommi bel-leil	I have to call my mother tonight
EG	139	classic	لازم أنام بدري النهارده	lazem anam badri el-naharda	I have to sleep early today
EG	140	classic	مش عايز أنزل النهارده	mesh 3ayez anzal el-naharda	I don’t want to go out today
EG	141	classic	مش عايز آكل دلوقتي	mesh 3ayez akol delwa2ti	I don’t want to eat right now
EG	142	classic	مش عايز أروح الشغل بكرة	mesh 3ayez aroo7 el-shoghl bokra	I don’t want to go to work tomorrow
EG	143	classic	مش عايز أتكلم مع حد	mesh 3ayez atkallem ma3 7add	I don’t want to talk to anyone
EG	144	classic	مش عايز أشرب قهوة بالليل	mesh 3ayez ashrab ahwa bel-leil	I don’t want to drink coffee at night
EG	145	classic	مش عايز أسهر النهارده	mesh 3ayez ashar el-naharda	I don’t want to stay up late today
EG	146	cta	Follow Speak Arabi		Speak real Arabic
EG	147	classic	لسه صاحي من النوم دلوقتي	lessa sa7i men el-nom delwa2ti	I just woke up
EG	148	classic	لسه مخلص الشغل من شوية	lessa mokhalles el-shoghl men shwaya	I just finished work
EG	149	classic	لسه مستني صاحبي قدام البيت	lessa mestanni sa7bi oddam el-beit	I’m still waiting for my friend outside the house
EG	150	classic	لسه بتعلم عربي واحدة واحدة	lessa bat3allem 3arabi wa7da wa7da	I’m still learning Arabic step by step
EG	151	classic	لسه ماكلتش حاجة من الصبح	lessa makaltish 7aga men el-sob7	I haven’t eaten anything since morning
EG	152	classic	لسه مش عارف أقرر دلوقتي	lessa mesh 3aref a2arrar delwa2ti	I still can’t decide right now
EG	153	cta	Follow Speak Arabi		Speak real Arabic
EG	154	classic	أنا مستنيك قدام البيت	ana mestanneek oddam el-beit	I’m waiting for you outside the house
EG	155	classic	النهارده كان يوم صعب	el-naharda kan yom sa3b	Today was a difficult day
EG	156	classic	معلش، نسيت أبعتلك رسالة	ma3lesh, neseet ab3atlak resala	Sorry, I forgot to send you a message
EG	157	classic	ممكن تقولها تاني بالراحة؟	momken te2olha tani bel-ra7a?	Can you say it again slowly?
EG	158	classic	أنا مبسوط إني شوفتك	ana mabsoot enni shoftak	I’m happy I saw you
EG	159	dialogue	Ordering coffee in Egypt		
EG	160	dialogue	Ordering coffee in Egypt		
EG	161	classic	أنا تعبان ومحتاج أريح شوية	ana ta3ban w me7tag arayya7 shwaya	I’m tired and need to rest for a bit
EG	162	classic	ممكن تبعتلي اللوكيشن؟	momken teb3atli el-location?	Can you send me the location?
EG	163	classic	أنا نازل أجيب حاجة بسرعة	ana nazel ageeb 7aga besor3a	I’m going out to get something quickly
EG	164	classic	استنى عليا خمس دقايق	estanna 3alaya khamas da2aye2	Wait for me for five minutes
EG	165	classic	مش فاهم إنت قصدك إيه	mesh fahem enta 2asdak eh	I don’t understand what you mean
EG	166	dialogue	Meeting a friend in Cairo		
EG	167	dialogue	At the koshary restaurant		
EG	168	reveal	Feelings in Egyptian Arabic		reveal: 8 rows
EG	169	reveal	Feelings in Egyptian Arabic		reveal: 8 rows
EG	170	reveal	Everyday Egyptian Reactions		reveal: 8 rows
EG	171	reveal	Useful Cairo Daily Phrases		reveal: 8 rows
EG	172	classic	أنا مستعجل شوية النهارده	ana mesta3gel shwaya el-naharda	I’m in a bit of a hurry today
EG	173	classic	ممكن تستناني عند الباب؟	momken تستannani 3and el-bab?	Can you wait for me by the door?
EG	174	classic	أنا نسيت الموبايل في البيت	ana neseet el-mobile fel-beit	I forgot my phone at home
EG	175	classic	الأكل لسه مجاش لحد دلوقتي	el-akl lessa magash le7ad delwa2ti	The food still hasn’t arrived yet
EG	176	classic	هكلمك أول ما أوصل	hakallemak awel ma awsal	I’ll call you as soon as I arrive
EG	177	reveal	Useful Egyptian Replies		reveal: 8 rows
EG	178	classic	أنا بصحى الساعة سبعة	ana basa7a el-sa3a sab3a	I wake up at seven
EG	179	classic	أنا بفطر قبل الشغل	ana baftar abl el-shoghl	I have breakfast before work
EG	180	classic	أنا بنزل من البيت بدري	ana banzel men el-beit badri	I leave the house early
EG	181	classic	أنا بركب المترو كل يوم	ana barkab el-metro kol yom	I take the metro every day
EG	182	classic	أنا برجع البيت بالليل	ana barga3 el-beit bel-leil	I come home at night
EG	183	mistake	أنا عايز قهوة	ana 3ayez ahwa	I want a coffee
EG	184	classic	أنا بدور على اللبن	ana badawwar 3ala el-laban	I’m looking for the milk
EG	185	classic	الكيلو بكام النهارده؟	el-kilo bekam el-naharda?	How much is a kilo today?
EG	186	classic	ممكن كيس تاني لو سمحت؟	momken kees tani law sama7t?	Can I have another bag, please?
EG	187	classic	أنا هدفع بالكارت	ana hadfa3 bel-kart	I’ll pay by card
EG	188	classic	مفيش فكة معايا	mafeesh fakka ma3aya	I don’t have any change
EG	189	reveal	Egyptian WhatsApp Phrases		reveal: 8 rows + quiz
EG	190	classic	أنا عايز قهوة سادة	ana 3ayez ahwa sada	I want black coffee
EG	191	classic	ممكن قهوة من غير سكر؟	momken ahwa men gheir sokkar?	Can I have coffee without sugar?
EG	192	classic	هشرب القهوة هنا	hashrab el-ahwa hina	I’ll drink the coffee here
EG	193	classic	ممكن كوباية مية كمان؟	momken kobayet mayya kaman?	Can I have a glass of water too?
EG	194	classic	الحساب لو سمحت	el-7esab law sama7t	The bill, please
EG	195	reveal	Asking for Help in Egypt		reveal: 8 rows + quiz
EG	196	classic	عندي برد من امبارح	3andi bard men embare7	I’ve had a cold since yesterday
EG	197	classic	محتاج حاجة للكحة	me7tag 7aga lel-ko7a	I need something for the cough
EG	198	classic	الدواء ده قبل الأكل؟	el-dawa da abl el-akl?	Do I take this medicine before eating?
EG	199	classic	آخده كام مرة؟	akhdo kam marra?	How many times should I take it?
EG	200	classic	فيه بديل أرخص؟	feeh badeel arkhas?	Is there a cheaper alternative?
EG	201	reveal	When You're Lost in Egypt		reveal: 8 rows + quiz
EG	202	classic	أنا حاجز أوضة ليلتين	ana 7agez oda leiltein	I booked a room for two nights
EG	203	classic	الأوضة جاهزة دلوقتي؟	el-oda gahza delwa2ti?	Is the room ready now?
EG	204	classic	ممكن باسورد الواي فاي؟	momken password el-wifi?	Can I have the Wi-Fi password?
EG	205	classic	الفطار بيبدأ الساعة كام؟	el-fetar beyebda2 el-sa3a kam?	What time does breakfast start?
EG	206	classic	ممكن تاكسي للمطار بكرة؟	momken taxi lel-matar bokra?	Can I get a taxi to the airport tomorrow?
EG	207	challenge	أنا [ضيعت] المفتاح في الشارع	ana [dayya3t] el-mofta7 fel-share3	I lost the key in the street
EG	208	challenge	أنا [كسرت] الكوباية بالغلط	ana [kasart] el-kobaya bel-ghalat	I broke the glass by accident
EG	209	challenge	أنا [نسيت] المحفظة في العربية	ana [neseet] el-ma7faza fel-3arabeya	I forgot my wallet in the car
EG	210	challenge	أنا [قفلت] الباب على المفتاح	ana [2afalt] el-bab 3ala el-mofta7	I locked the door with the key inside
EG	211	challenge	أنا [وقعت] الموبايل على الأرض	ana [wa22a3t] el-mobile 3al-ard	I dropped the phone on the floor
EG	212	reveal	Reactions Egyptians Use Every Day		reveal: 8 rows + quiz
EG	213	classic	الولد	el-walad	the boy
EG	214	classic	الولد لعب كورة	el-walad le3eb koora	the boy played football
EG	215	classic	الولد لعب كورة مع أصحابه	el-walad le3eb koora ma3 as7abo	the boy played football with his friends
EG	216	classic	الولد لعب كورة مع أصحابه امبارح بس خسر	el-walad le3eb koora ma3 as7abo embare7 bas kheser	the boy played football with his friends yesterday, but he lost
EG	217	classic	الولد لعب كورة مع أصحابه امبارح بس خسر وهو زعلان دلوقتي	el-walad le3eb koora ma3 as7abo embare7 bas kheser w howa za3lan delwa2ti	the boy played football with his friends yesterday, but he lost and now he is sad
EG	218	classic	الولد دلوقتي فهم ان اللعب مكسب وخسارة	el-walad delwa2ti fehem en el-la3b maksab w khasara	The boy now understands that games have wins and losses
EG	219	classic	إنت فين يا عم؟	enta fein ya 3am?	Where are you, man?
EG	220	classic	أنا مستنيك بقالي ساعة	ana mestanneek ba2ali sa3a	I’ve been waiting for you for an hour
EG	221	classic	الطريق زحمة ولا إيه؟	el-taree2 za7ma wala eh?	Is the traffic bad or what?
EG	222	classic	خلاص متتأخرش أكتر	khalas matet2akharsh aktar	Okay, don’t be any later
EG	223	classic	هاتلي قهوة وإنت جاي	hatli ahwa w enta gay	Bring me coffee on your way
EG	224	classic	أنا بدأت أتمرن تاني	ana bada2t atmaran tani	I started working out again
EG	225	classic	النهارده هلعب رجل	el-naharda hal3ab regl	I’m training legs today
EG	226	classic	الوزن ده تقيل شوية	el-wazn da te2eel shwaya	This weight is a little heavy
EG	227	classic	محتاج أريح دقيقة	me7tag arayya7 da2ee2a	I need to rest for a minute
EG	228	classic	هخلص وأروح البيت	hakhallas w aroo7 el-beit	I’ll finish and go home
EG	229	classic	النت فصل تاني	el-net fasal tani	The internet went out again
EG	230	classic	الراوتر منور بس مفيش نت	el-router menawwar bas mafeesh net	The router is on but there’s no internet
EG	231	classic	جربت أقفله وأفتحه	garrabt a2felo w afta7o	I tried turning it off and on
EG	232	classic	ممكن تكلم الشركة؟	momken tekallem el-sherka?	Can you call the internet company?
EG	233	classic	خلاص النت رجع	khalas el-net rege3	The internet is back now
DE	1	classic	بحب القهوة	bahebb el-ahwa	Ich liebe Kaffee
DE	2	classic	بحب الشاي	bahebb esh-shay	Ich liebe Tee
DE	3	classic	بحب	bahebb	Ich liebe
DE	4	classic	بحب القهوة	bahebb el-ahwa	Ich liebe Kaffee
DE	5	classic	بحب القهوة الصبح	bahebb el-ahwa es-sob7	Ich liebe Kaffee am Morgen
DE	6	classic	بحب القهوة الصبح قبل الشغل	bahebb el-ahwa es-sob7 abl esh-shoghl	Ich liebe Kaffee am Morgen vor der Arbeit
DE	7	classic	بحب أشرب القهوة كل يوم الصبح	bahebb ashrab el-ahwa kol yom el-sobh	Ich trinke jeden Morgen gerne Kaffee
DE	8	classic	بحب القهوة	bahebb el-ahwa	Ich liebe Kaffee
DE	9	classic	بحب القهوة	bahebb el-ahwa	Ich liebe Kaffee
DE	10	classic	بحب القهوة	bahebb el-ahwa	Ich liebe Kaffee
DE	11	classic	بحب القهوة	bahebb el-ahwa	Ich liebe Kaffee
DE	12	classic	عايز أشرب قهوة دلوقتي	3ayez ashrab ahwa delwa2ti	Ich will jetzt Kaffee trinken
DE	13	classic	أنا رايح الشغل بدري النهارده	ana rayeh el-shoghl badri el-naharda	Ich gehe heute früh zur Arbeit
DE	14	classic	جبت هدية حلوة لصاحبي	gebt hedeya helwa le-sahbi	Ich habe meinem Freund ein schönes Geschenk gekauft
DE	15	classic	بحب القهوة قوي	bahebb el-ahwa awi	Ich liebe Kaffee sehr
DE	16	classic	عايز أشرب قهوة دلوقتي	3ayez ashrab ahwa delwa2ti	Ich will jetzt Kaffee trinken
DE	17	classic	أنا عايز أشرب قهوة	ana 3ayez ashrab ahwa	Ich möchte Kaffee trinken
DE	18	classic	أنا رايح الشغل بدري	ana rayeh el-shoghl badri	Ich gehe früh zur Arbeit
DE	19	classic	أنا بحب الأكل المصري	ana ba7eb el-akl el-masri	Ich liebe ägyptisches Essen
DE	20	classic	إنت ساكن فين دلوقتي	enta saken fein delwa2ti	Wo wohnst du jetzt?
DE	21	classic	أنا عايز أروح البيت دلوقتي	ana 3ayez aroo7 el-beit delwa2ti	Ich möchte jetzt nach Hause gehen
DE	22	classic	إحنا هناخد تاكسي للجامعة	e7na hanakhod taxi lel-gam3a	Wir nehmen ein Taxi zur Uni
DE	23	classic	هي بتحب تشرب شاي الصبح	heyya bet7eb teshrab shay es-sob7	Sie trinkt morgens gern Tee
DE	24	classic	ممكن تتكلم بالراحة شوية	momken tetkalem bel-ra7a shewaya	Kannst du bitte etwas langsamer sprechen?
DE	25	classic	أنا بحب	ana ba7eb	Ich liebe
DE	26	classic	أنا بحب سارة	ana ba7eb Sara	Ich liebe Sara
DE	27	classic	أنا بحب سارة بس سارة	ana ba7eb Sara bas Sara	Ich liebe Sara, aber Sara ...
DE	28	classic	أنا بحب سارة بس سارة مش بتحبني	ana ba7eb Sara bas Sara mesh bet7ebni	Ich liebe Sara, aber Sara liebt mich nicht
DE	29	classic	أنا بحب	ana ba7eb	Ich liebe
DE	30	classic	أنا بحب سارة	ana ba7eb Sara	Ich liebe Sara
DE	31	classic	أنا بحب سارة بس سارة	ana ba7eb Sara bas Sara	Ich liebe Sara, aber Sara ...
DE	32	classic	أنا بحب سارة بس سارة مش بتحبني	ana ba7eb Sara bas Sara mesh bet7ebni	Ich liebe Sara, aber Sara liebt mich nicht
DE	33	classic	هو بينام	howa byenam	Er schläft
DE	34	classic	هو بينام بدري	howa byenam badri	Er geht früh schlafen
DE	35	classic	هو بينام بدري كل يوم	howa byenam badri kol yom	Er geht jeden Tag früh schlafen
DE	36	classic	هو بينام بدري كل يوم بعد العشا	howa byenam badri kol yom ba3d el-3asha	Er geht jeden Tag nach dem Abendessen früh schlafen
DE	37	cta	Folge uns für mehr!		Lerne Ägyptisch-Arabisch mit uns
DE	38	classic	هو بيشرب	howwa beyeshrab	Er trinkt.
DE	39	classic	هو بيشرب قهوة	howwa beyeshrab ahwa	Er trinkt Kaffee.
DE	40	classic	هو بيشرب قهوة الصبح	howwa beyeshrab ahwa el-sob7	Er trinkt morgens Kaffee.
DE	41	classic	هو بيشرب قهوة الصبح كل يوم	howwa beyeshrab ahwa el-sob7 kol yom	Er trinkt jeden Morgen Kaffee.
DE	42	cta	Schreib "Egyptian"		Gratis Probestunde sichern
DE	43	classic	عايز تتكلم زي مصري جدع؟ استخدم التعبيرات دي	3ayez tetkallem zay masri gada3? estakhdem el-ta3beerat di	Willst du wie ein echter cooler Ägypter klingen? Dann nutze diese Ausdrücke!
DE	44	classic	قشطة / جامد	eshta / gamed	Cool / Richtig stark
DE	45	classic	كبر دماغك	kabbar demaghak	Vergiss es einfach.
DE	46	classic	بسرعة / هوا	be sor3a / hawa	Schnell / Blitzschnell
DE	47	classic	صاحبي / زميلي	sa7by / zmeely	Mein Freund / Mein Kollege
DE	48	classic	بجد؟	begad?	Echt jetzt?!
DE	49	cta	Schreib dein Lieblingswort		Teile es mit Freunden
DE	50	classic	أنا بطبخ	ana batbokh	Ich koche.
DE	51	classic	أنا بطبخ رز	ana batbokh roz	Ich koche Reis.
DE	52	classic	أنا بطبخ رز وفراخ	ana batbokh roz we ferakh	Ich koche Reis und Hähnchen.
DE	53	classic	أنا بطبخ رز وفراخ وبطاطس	ana batbokh roz we ferakh we batates	Ich koche Reis, Hähnchen und Kartoffeln.
DE	54	cta	Was ist dein Lieblingsgericht?		Ägyptisches Essen
DE	55	classic	أنا بتفرج على التلفزيون	ana batfarag 3ala el-telefezyon	Ich schaue fern.
DE	56	classic	أنا بلعب بالكورة	ana bal3ab bel-kora	Ich spiele Fußball.
DE	57	classic	أنا برسم	ana barsem	Ich zeichne.
DE	58	classic	أنا بقرا كتاب	ana ba2ra ketab	Ich lese ein Buch.
DE	59	classic	أنا بركب العجلة	ana barkab el-3agala	Ich fahre Fahrrad.
DE	60	cta	قولنا هوايتك بالمصري		شاركنا في الكومنتات
DE	61	classic	جمل بنقولها في الصيف دايما في مصر	gomal bene2oolha fel seif dayman fi masr	Sätze, die wir im Sommer in Ägypten ständig sagen.
DE	62	classic	الجو حر أوي النهارده	el-gaw 7ar awi el-naharda	Heute ist es richtig heiß.
DE	63	classic	يلا نروح البحر	yalla neroo7 el-ba7r	Komm, lass uns ans Meer fahren.
DE	64	classic	شغل التكييف	shaghghal el-takyif	Mach die Klimaanlage an.
DE	65	classic	أنا بحب	ana ba7eb	Ich liebe es.
DE	66	classic	أنا بحب عيلتي	ana ba7eb 3elty	Ich liebe meine Familie.
DE	67	classic	أنا بحب ألعب كورة	ana ba7eb al3ab kora	Ich spiele gern Fußball.
DE	68	classic	أنا بحب آكل مانجا	ana ba7eb akol manga	Ich esse gern Mangos.
DE	69	classic	أنا بحب أسمع مزيكا	ana ba7eb asma3 mazika	Ich höre gern Musik.
DE	70	classic	أنا بحب السفر	ana ba7eb el-safar	Ich reise gern.
DE	71	classic	أنا بحب أتعلم حاجات جديدة	ana ba7eb at3allem 7agat gedida	Ich lerne gern neue Dinge.
DE	72	classic	أنا بحب الشوكولاتة جدا	ana ba7eb el-shokolata geddan	Ich liebe Schokolade sehr.
DE	73	classic	عاوزين نروح البحر	3awzeen neroo7 el-ba7r	Wir wollen ans Meer fahren.
DE	74	classic	عاوزين ناكل دلوقتي	3awzeen nakol delwa2ti	Wir möchten jetzt etwas essen.
DE	75	classic	عاوزين نتعلم عربي	3awzeen net3allem 3arabi	Wir möchten Arabisch lernen.
DE	76	classic	عاوزين نتصور سوا	3awzeen netsawwar sawa	Wir möchten zusammen ein Foto machen.
DE	77	classic	الجو جميل أوي الصبح	el-gaw gamil awi el-sob7	Das Wetter ist morgens wunderschön.
DE	78	classic	الجو حر جدًا	el-gaw 7arr geddan	Es ist heute sehr heiß.
DE	79	classic	الجو جميل النهارده	el-gaw gameel el-naharda	Das Wetter ist heute schön.
DE	80	classic	الجو برد قوي	el-gaw bard awi	Es ist richtig kalt.
DE	81	classic	مستني الأتوبيس دلوقتي	mestanny el-otobees delwa2ti	Ich warte gerade auf den Bus.
DE	82	classic	مستني صاحبي برا	mestanny sa7by barra	Ich warte draußen auf meinen Freund.
DE	83	classic	مستني الرد منك	mestanny el-radd mennak	Ich warte auf deine Antwort.
DE	84	classic	مستني الدور بتاعي	mestanny el-dawr beta3y	Ich warte, bis ich dran bin.
DE	85	classic	جيت عشان أشوفك	geet 3ashan ashoofak	Ich bin gekommen, um dich zu sehen.
DE	86	classic	بذاكر عشان أنجح	bazaker 3ashan anga7	Ich lerne, damit ich bestehe.
DE	87	classic	اشتغلت عشان الفلوس	eshtaghalt 3ashan el-feloos	Ich habe für das Geld gearbeitet.
DE	88	classic	خرجت عشان أتمشى شوية	kharagt 3ashan atmasha shewaya	Ich bin rausgegangen, um ein bisschen spazieren zu gehen.
DE	89	classic	أنا جاي حالًا	ana gay 7alan	Ich komme sofort.
DE	90	classic	هو جاي معايا	howwa gay ma3aya	Er kommt mit mir.
DE	91	classic	جاي منين دلوقتي؟	gay menen delwa2ti?	Woher kommst du gerade?
DE	92	classic	هي جاية بكرة	heya gaya bokra	Sie kommt morgen.
DE	93	classic	نفسي أشرب قهوة	nefsy ashrab ahwa	Ich hätte gerne einen Kaffee.
DE	94	classic	نفسي أسافر مصر	nefsy asafer masr	Ich möchte nach Ägypten reisen.
DE	95	classic	نفسي أنام شوية	nefsy anam shewaya	Ich möchte ein bisschen schlafen.
DE	96	classic	نفسي آكل كشري	nefsy akol koshary	Ich hätte gern Koshary.
DE	97	classic	أنا عارف المكان	ana 3aref el-makan	Ich kenne den Ort.
DE	98	classic	إنت عارف الراجل ده؟	enta 3aref el-ragel da?	Kennst du diesen Mann?
DE	99	classic	هي عارفة إجابة السؤال	heya 3arfa egabet el-so2al	Sie kennt die Antwort auf die Frage.
DE	100	classic	أنا مش عارف أروح	ana mesh 3aref aroo7	Ich weiß nicht, wie ich hinkomme.
DE	101	classic	الجو حر النهارده	el-gaw 7ar el-naharda	Heute ist es heiß.
DE	102	classic	عندي شغل النهارده	3andy shoghl el-naharda	Ich muss heute arbeiten.
DE	103	classic	هطبخ النهارده لحمة	hatbokh el-naharda la7ma	Ich koche heute Fleisch.
DE	104	classic	هنقابلهم النهارده الساعة ٦	hane2abelhom el-naharda el-sa3a setta	Wir treffen sie heute um 6 Uhr.
DE	105	classic	فين أقرب محطة مترو؟	feen a2rab ma7attet metro?	Wo ist die nächste U-Bahn-Station?
DE	106	classic	فين الحمام لو سمحت؟	feen el-7ammam law sama7t?	Wo ist bitte die Toilette?
DE	107	classic	فين أقرب صيدلية؟	feen a2rab saydaleya?	Wo ist die nächste Apotheke?
DE	108	classic	فين شارع التحرير؟	feen share3 el-ta7rir?	Wo ist die Tahrir-Straße?
DE	109	classic	مفيش مشكلة خالص	mafeesh moshkela khales	Kein Problem, überhaupt nicht.
DE	110	classic	مفيش وقت النهارده	mafeesh wa2t el-naharda	Ich habe heute keine Zeit.
DE	111	classic	مفيش فلوس معايا	mafeesh feloos ma3aya	Ich habe kein Geld dabei.
DE	112	classic	مفيش حد هنا	mafeesh 7ad hena	Hier ist niemand.
DE	113	classic	لسه صاحي دلوقتي	lessa sa7y delwa2ti	Ich bin gerade erst aufgewacht.
DE	114	classic	لسه مخلصتش الشغل	lessa makhallastesh el-shoghl	Ich bin mit der Arbeit noch nicht fertig.
DE	115	classic	لسه راجع البيت	lessa rage3 el-bet	Ich bin gerade nach Hause gekommen.
DE	116	classic	لسه مستني صاحبي	lessa mestanny sa7by	Ich warte immer noch auf meinen Freund.
DE	117	classic	عندي شغل النهارده	3andy shoghl el-naharda	Ich muss heute arbeiten.
DE	118	classic	عندي درس بكرة	3andy dars bokra	Ich habe morgen Unterricht.
DE	119	classic	عندي وقت دلوقتي	3andy wa2t delwa2ti	Ich habe jetzt Zeit.
DE	120	classic	عندي سؤال صغير	3andy so2al soghayar	Ich habe eine kleine Frage.
DE	121	classic	أنا بحب القهوة	ana ba7eb el-ahwa	Ich liebe Kaffee.
DE	122	classic	إنت بتحب السفر؟	enta bete7eb el-safar?	Reist du gern?
DE	123	classic	هي بتحب مصر	heya bete7eb masr	Sie liebt Ägypten.
DE	124	classic	إحنا بنحب العربي	e7na bene7eb el-3arabi	Wir lieben Arabisch.
DE	125	classic	أنا بشرب شاي	ana bashrab shay	Ich trinke Tee.
DE	126	classic	إنت بتشرب قهوة؟	enta beteshrab ahwa?	Trinkst du Kaffee?
DE	127	classic	هي بتشرب عصير	heya beteshrab 3aseer	Sie trinkt Saft.
DE	128	classic	إحنا بنشرب مايه	e7na beneshrab mayya	Wir trinken Wasser.
DE	129	classic	أنا فاهم الدرس	ana fahem el-dars	Ich verstehe die Lektion.
DE	130	classic	إنت فاهم قصدي؟	enta fahem 2asdy?	Verstehst du, was ich meine?
DE	131	classic	هي فاهمة كل حاجة	heya fahma kol 7aga	Sie versteht alles.
DE	132	classic	إحنا فاهمين الحكاية كلها	e7na fahmeen el-7ekaya kollaha	Wir verstehen die ganze Geschichte.
DE	133	classic	أنا ساكن في القاهرة	ana saken fi el-qahera	Ich wohne in Kairo.
DE	134	classic	إنت ساكن فين؟	enta saken feen?	Wo wohnst du?
DE	135	classic	هي ساكنة قريب	heya sakna orayyeb	Sie wohnt in der Nähe.
DE	136	classic	هما ساكنين هنا	homma sakneen hena	Sie wohnen hier.
DE	137	classic	أنا باكل رز	ana bakol roz	Ich esse Reis.
DE	138	classic	إنت بتاكل سمك؟	enta betakol samak?	Isst du Fisch?
DE	139	classic	هي بتاكل سلطة	heya betakol salata	Sie isst Salat.
DE	140	classic	إحنا بناكل سوا	e7na benakol sawa	Wir essen zusammen.
DE	141	classic	عاوزين نروح البحر	3awzeen neroo7 el-ba7r	Wir wollen ans Meer fahren.
DE	142	classic	عاوزين ناكل دلوقتي	3awzeen nakol delwa2ti	Wir möchten jetzt etwas essen.
DE	143	classic	عاوزين نتعلم عربي	3awzeen net3allem 3arabi	Wir möchten Arabisch lernen.
DE	144	classic	عاوزين نتصور سوا	3awzeen netsawwar sawa	Wir möchten zusammen ein Foto machen.
DE	145	classic	Du lernst Arabisch, aber verstehst die Ägypter trotzdem nicht?	Du lernst Arabisch, aber verstehst die Ägypter trotzdem nicht?	Du lernst Arabisch, aber verstehst die Ägypter trotzdem nicht?
